subjek,final_text,label,status,confidence
Purbaya Yudhi Sadewa,entot enak,negatif,prediksi_model,0.4793946890491818
Purbaya Yudhi Sadewa,keren seoarang kemenkeu nothing lose penting rakyat ekonomi,netral,prediksi_model,0.36214539931759465
Purbaya Yudhi Sadewa,hebat nih menkeumuter nyalamin lochbiasanya bawah maju nyalaminini kebaliksehat menkeu,positif,prediksi_model,0.7266199792782716
Purbaya Yudhi Sadewa,gemetar rapat awas menteri,netral,prediksi_model,0.5922613261719354
Purbaya Yudhi Sadewa,shock therapy,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,puur  mul ,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,selamat menkeu purbaya kerja baru moga efek ekonomi baik,positif,prediksi_model,0.8332555902119528
Purbaya Yudhi Sadewa,jossss,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,bubar pinjol judol pakjangan pelihara korban,negatif,prediksi_model,0.6173304527024299
Purbaya Yudhi Sadewa,menteri keren genius sombong purbaya musuh tikus rampok negara moga alloh lindungin purbaya aamiin,positif,prediksi_model,0.880125285644722
Purbaya Yudhi Sadewa,lhaa purbaya sidak bebas duduk kursi mana kecuali rapat atur pas rapatpak purbaya duduk kurs sidak nglesot boleh,positif,prediksi_model,0.6265691009329243
Purbaya Yudhi Sadewa,purbaya tdk ambil kursi utama nyaman ngomongnya nyaman dengar keluh bawahanya rasa purbaya sahsaja,positif,prediksi_model,0.822063374961096
Purbaya Yudhi Sadewa,bapak cowboy low profileknpa anak kmren belagu bet,negatif,prediksi_model,0.3834983032979166
Purbaya Yudhi Sadewa,jabat benergak butuh hormat baur,negatif,prediksi_model,0.5939316630032614
Purbaya Yudhi Sadewa,duduk dengar kadang pimpin pimpin arah,netral,prediksi_model,0.47402920597068554
Purbaya Yudhi Sadewa,gigit cabik tdk bener kerjannya,negatif,prediksi_model,0.5445550506779822
Purbaya Yudhi Sadewa,contoh menteri coboy baikdan cerdas,positif,prediksi_model,0.46950722822469915
Purbaya Yudhi Sadewa,kuasaiilmu uang koboi pede hadapin smua gempur,negatif,prediksi_model,0.4189912275614798
Purbaya Yudhi Sadewa,cew knp pake batik,netral,prediksi_model,0.48306753931587715
Purbaya Yudhi Sadewa,dek dek serrrrrrr tuh,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,terus menteri rakyatmendoakan engkau nyata mausidak memggambarkan bersih jujurkita butuh,netral,prediksi_model,0.3787421046842937
Purbaya Yudhi Sadewa,sehat menteri humble ganteng tuhan kati indonesia,positif,prediksi_model,0.7529773532254126
Purbaya Yudhi Sadewa,wooowcool hes style bravo purbaya ,positif,prediksi_model,0.9764953469022022
Purbaya Yudhi Sadewa,orang pinter gin isi kepala apaya,negatif,prediksi_model,0.5518476879005363
Purbaya Yudhi Sadewa,duduk kursi tara anak buah masalahyang isi bicara manfaat rakyat terus sederhana,negatif,prediksi_model,0.5588514307728736
Purbaya Yudhi Sadewa,citra trus kau babi,negatif,prediksi_model,0.5919772689407891
Purbaya Yudhi Sadewa,muke cengobingung liatliatan lempar pandang bengong krn rapat ngerumpi,negatif,prediksi_model,0.49675014613957436
Purbaya Yudhi Sadewa,salah menteri paham jobdesk nyayg tolol kayak,netral,prediksi_model,0.4581441767998837
Purbaya Yudhi Sadewa,sidak cek transaksi treasurynya borong dollar lucu duduk kursi utama abis nuntut nanya,negatif,prediksi_model,0.4485514585026631
Purbaya Yudhi Sadewa,mantaff kreen pis mugia amanah purbaya,positif,prediksi_model,0.9542995941992066
Purbaya Yudhi Sadewa,mohon kalo sidak tau dtg gabung rapat direksi,negatif,prediksi_model,0.5210018290287587
Purbaya Yudhi Sadewa,menteri purbaya hebat,positif,prediksi_model,0.7021948855666499
Purbaya Yudhi Sadewa,biar liat songong gpp jabat gas biar ngerasain gaji guede ketulungan mantap,positif,prediksi_model,0.7835346772204869
Purbaya Yudhi Sadewa,menteri uang bener spt bumn sidak,positif,prediksi_model,0.38434743815919936
Purbaya Yudhi Sadewa,emang turun langsung anti pencitraankerja nyata,negatif,prediksi_model,0.5631934058375779
Purbaya Yudhi Sadewa,gagal fokus dewan direksibanyak amatjadi wajar yaa satset ambil bijak kalah swastabelum biaya gaji dewan pasti fantastis efek suku bunga kredit retailumkm digit,negatif,prediksi_model,0.47834716261449245
Purbaya Yudhi Sadewa,berterinakasihlah jarah,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,iki pimpin seng josss,netral,prediksi_model,0.6458018548060276
Purbaya Yudhi Sadewa,ketar tir menkeu kerja nyata,positif,prediksi_model,0.6238258960753025
Purbaya Yudhi Sadewa,kabar baik lengser sayton sri mulyani,positif,prediksi_model,0.8235540809988335
Purbaya Yudhi Sadewa,keren,positif,prediksi_model,0.42177390797715497
Purbaya Yudhi Sadewa,masuk eko masuk pur,netral,prediksi_model,0.5058611004356992
Purbaya Yudhi Sadewa,sok uzon lihat kerja nilai bpk menkeunyakan tunggu aja insha allaah ubah positif indonesiamanusia sempurna,netral,prediksi_model,0.47856724902813735
Purbaya Yudhi Sadewa,purbaya tara jerome powell jenius,positif,prediksi_model,0.9764953469022022
Purbaya Yudhi Sadewa,sbnrnya sop mng duduk kursi ters but bilng knpa pas kontenin nolak duduk dsitu paham duduk dmna sensasi trus,netral,prediksi_model,0.4246203311891715
Purbaya Yudhi Sadewa,orang pinter sederhana moga sukses,positif,prediksi_model,0.670823276794403
Purbaya Yudhi Sadewa,takuttt ibuuu purbaya nggigit kokkk,positif,prediksi_model,0.9764953469022022
Purbaya Yudhi Sadewa,wajar jaim,negatif,prediksi_model,0.35739287522487395
Purbaya Yudhi Sadewa,moga rendah hati purbaya rendah hati langkah hasil gue demen nih gaya menteri moga menteri nih ahok daya patriot ,positif,prediksi_model,0.628833069080025
Purbaya Yudhi Sadewa,liat trus liat video anak miris,negatif,prediksi_model,0.40100776486078255
Purbaya Yudhi Sadewa,sehat bapa purbaya,positif,prediksi_model,0.8902419293951471
Purbaya Yudhi Sadewa,kerennnnn purbaya,positif,prediksi_model,0.9764953469022022
Purbaya Yudhi Sadewa,mantap boss,positif,prediksi_model,0.9630171562057042
Purbaya Yudhi Sadewa,bersih,netral,prediksi_model,0.4514368584177574
Purbaya Yudhi Sadewa,sok ntar udah thn lihat gmn kerja,netral,prediksi_model,0.5757272016778299
Purbaya Yudhi Sadewa,menkeu humble ramah disamperin disalamin moga lancar amanah emban tugas negara,positif,prediksi_model,0.8570611485361839
Purbaya Yudhi Sadewa,kalo lihat bukti dlu nyembah menteri nilai tukar rupiah dolar kuat nilai ihsg,netral,prediksi_model,0.5124455357807038
Purbaya Yudhi Sadewa,neng menteri fuul senyum,netral,prediksi_model,0.4126774370434495
Purbaya Yudhi Sadewa,menteri sepuh ngganteng kharismatik pinterjd harap rakyat bijak ringan rakyat,positif,prediksi_model,0.6832796211582829
Purbaya Yudhi Sadewa,kerenlgs kikuk hahamantab mentrimmg hrsnya spt ituga dikit kursi vip,netral,prediksi_model,0.4384280132635927
Purbaya Yudhi Sadewa,moga bpk purbaya pulih ekonomi nilai tukar dolar lemah rupiah kuat ekonomi jalan normal harap tangkap copot oknum dirjen nakal korup,positif,prediksi_model,0.7310822162210981
Purbaya Yudhi Sadewa,sayang detik bunga pinjam blm turun akses kur ngga gimana menteri,negatif,prediksi_model,0.527977068548032
Purbaya Yudhi Sadewa,menteri pihak rakyat indonesia ,positif,prediksi_model,0.6846969123490746
Purbaya Yudhi Sadewa,tusuk dana syarat peminjamanya ribet fakta lapang perban meribetkan pinjam umkn atur oemerinrah,netral,prediksi_model,0.4312113010773726
Purbaya Yudhi Sadewa,tolong sejahtera pensiun janji pingin bayar,negatif,prediksi_model,0.44300680852026963
Purbaya Yudhi Sadewa,menteri purbaya wajib pecat orang orang bumn,positif,prediksi_model,0.4646826048637867
Purbaya Yudhi Sadewa,keren menkeu,positif,prediksi_model,0.667778030123475
Purbaya Yudhi Sadewa,pakpurbaya emang okeee bingit,negatif,prediksi_model,0.4971483117868679
Purbaya Yudhi Sadewa,pusing direksi bank bumnalamat tantiem ini,netral,prediksi_model,0.3993630374157757
Purbaya Yudhi Sadewa,lindung tuhan sempurna purbaya team,positif,prediksi_model,0.8397092242166184
Purbaya Yudhi Sadewa,sidak pertamina,netral,prediksi_model,0.44700643704366666
Purbaya Yudhi Sadewa,mantabs mah,netral,prediksi_model,0.45933237819424283
Purbaya Yudhi Sadewa,prabu purbaya idola indonesia,positif,prediksi_model,0.891961447292528
Purbaya Yudhi Sadewa,anda orang kabinet tri purbaya indonesia maju sejahtera kerja nyata bangsa negara mantap kaleng,positif,prediksi_model,0.9719010049716414
Purbaya Yudhi Sadewa,mantap sidak bripara teller kerja lambat proporsional,positif,prediksi_model,0.828599240996884
Purbaya Yudhi Sadewa,tolong resin menteri ,netral,prediksi_model,0.5922613261719354
Purbaya Yudhi Sadewa,mantap menteri uang,positif,prediksi_model,0.8606488530477495
Purbaya Yudhi Sadewa,mohon maaf nilai beda perintah jokowi prabowo signifikan jajar perintah jokowi bicara kerja nyata sesuai tugas kewajibanl perintah bicara tugas bicara kiyai guru humas perintah ceramah media reporter bakul jamu komentator saya,netral,prediksi_model,0.46504948458731465
Purbaya Yudhi Sadewa,menkeu cerdas nih,positif,prediksi_model,0.668197695049878
Purbaya Yudhi Sadewa,jenismodel menteri,netral,prediksi_model,0.5922613261719354
Purbaya Yudhi Sadewa,koordinasi menteri bumn krn bank plat merah bawah koordinasi,netral,prediksi_model,0.45192517129202253
Purbaya Yudhi Sadewa,semangat purbaya,positif,prediksi_model,0.9342291279724082
Purbaya Yudhi Sadewa,tau sosmed muncul menkeu baru pdhal muncul sosmed menkeu aneh,positif,prediksi_model,0.44004830902878894
Purbaya Yudhi Sadewa,omong suwe koyok taek mbul gembul,negatif,prediksi_model,0.6489636535196582
Purbaya Yudhi Sadewa,mafia main mata perintah,negatif,prediksi_model,0.5802968204956227
Purbaya Yudhi Sadewa,kereen guru gembul saya simak,netral,prediksi_model,0.5958742957207179
Purbaya Yudhi Sadewa,tuju dapat guru gembul cerdas rakyat tipu politik citra lihat penuh darah,negatif,prediksi_model,0.48468631854857486
Purbaya Yudhi Sadewa,top purbaya top rakyat top dukung,positif,prediksi_model,0.9082416165215544
Purbaya Yudhi Sadewa,pintar wowo lindung kuasa sejahtera masyarakat aja,positif,prediksi_model,0.5026637896045247
Purbaya Yudhi Sadewa,maaf guru sama era srimulyani purbaya era sri uang nganggur pur uang produktif kait utang negara masuk dlm rencana pur hitung,positif,prediksi_model,0.5639687805515387
Purbaya Yudhi Sadewa,gara pinokio temen gorong,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,gembul move jokowi,negatif,prediksi_model,0.6809308236597335
Purbaya Yudhi Sadewa,mana mafia jahat licik akal bulus birokrat abdi masyarakat rakyat bawa arus mafia cari uang samping ngurus susah birokrat rangkap biro jasa ilegalsegala urus uang lancar salah menang kalah perkara hukum,negatif,prediksi_model,0.7447731258064005
Purbaya Yudhi Sadewa,sok pintar sok tau omongkodong mulu halu gembul,negatif,prediksi_model,0.7205812766344282
Purbaya Yudhi Sadewa,liat bpk gembul ngira doang,negatif,prediksi_model,0.506804795948683
Purbaya Yudhi Sadewa,nrocos bergenti ujung pangkal,negatif,prediksi_model,0.4856057757163793
Purbaya Yudhi Sadewa,nrocos sealannya kmna point gembol,netral,prediksi_model,0.48208913593345804
Purbaya Yudhi Sadewa,koruptor termul ketar tir panik,negatif,prediksi_model,0.5638686503216361
Purbaya Yudhi Sadewa,dukun,netral,prediksi_model,0.4470301383463371
Purbaya Yudhi Sadewa,komen negatipitu syirik irih dengki tdl orang bnr,negatif,prediksi_model,0.4791444734170306
Purbaya Yudhi Sadewa,guru gembol sol pinter,netral,prediksi_model,0.46524896302645036
Purbaya Yudhi Sadewa,rakyat indonesia mari kompak dukung purbaya segenap kuat doa,positif,prediksi_model,0.901179007627649
Purbaya Yudhi Sadewa,uda bul adu domba umatmendingan tidur ajamasih orang pinter jenius banding bul,netral,prediksi_model,0.37649551970224127
Purbaya Yudhi Sadewa,iya salah gemar,netral,prediksi_model,0.5201834104790697
Purbaya Yudhi Sadewa,orang orang gampang pesona umpama gadis cantik persis cantik,positif,prediksi_model,0.6345710877795598
Purbaya Yudhi Sadewa,mutu,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,guru gembul kpan kenal menkeu,netral,prediksi_model,0.49737311417545593
Purbaya Yudhi Sadewa,tdk kenal orang asalmana tdk benci tarik orang that man not fit for the job menteri uang percayakanpada orang credibilitasnya nggak kasihanpresiden prabowonya rusa reputasi,positif,prediksi_model,0.553313504680372
Purbaya Yudhi Sadewa,rasa menteri uang algoritma view muncul wajar paham kes sengaja kemas heroik,positif,prediksi_model,0.5408687644775254
Purbaya Yudhi Sadewa,orang kayak pinter,negatif,prediksi_model,0.41413747716297733
Purbaya Yudhi Sadewa,mantaap guru gembul jembatan publik gelabui tingkat curang rekayasamanipulasi atas mafia,netral,prediksi_model,0.5751618390886125
Purbaya Yudhi Sadewa,bang abg kalkulasi kah gera dahulu purbaya beliau eks monster beliau tahu jadi senjata musnah monster,positif,prediksi_model,0.6880417006275472
Purbaya Yudhi Sadewa,kemaren lengser purbaya bayar mafia,negatif,prediksi_model,0.3951568921739478
Purbaya Yudhi Sadewa,sotta nyambung nyambung,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,btewe alien dikenaln brp,netral,prediksi_model,0.4384280132635927
Purbaya Yudhi Sadewa,manajemen konflik kang tuju kontrol mudah pimpin kendali organisasi,netral,prediksi_model,0.4662538063460751
Purbaya Yudhi Sadewa,rakyat indonesia pihak dukung purbaya,positif,prediksi_model,0.8877213349999663
Purbaya Yudhi Sadewa,juta manusia kalang pimpin indonesia orang jujur jari rakyat jaman raja rakyat sabar tuhan,positif,prediksi_model,0.4722453001891116
Purbaya Yudhi Sadewa,neg muntah,negatif,prediksi_model,0.5084993420188996
Purbaya Yudhi Sadewa,allah kuat selamat sehat orang negeri ini,positif,prediksi_model,0.7396208669416344
Purbaya Yudhi Sadewa,rakyat indonesia masihgoblok uang ribu suruh demo oligarki kwakwakwa,negatif,prediksi_model,0.537472452119491
Purbaya Yudhi Sadewa,mbg program rakyat bagus ide mbg awas mana orang buat tetep afa orang khianat bravo presiden,negatif,prediksi_model,0.4043416799482453
Purbaya Yudhi Sadewa,moga purbaya menteri uang baik,positif,prediksi_model,0.9039170881317842
Purbaya Yudhi Sadewa,selesai turutin agenda global bikin digital aka tanda dajjal aka mark the beast tdk orang korupsi,negatif,prediksi_model,0.41994157596038173
Purbaya Yudhi Sadewa,rsjyat dukung adil,netral,prediksi_model,0.4806867305019499
Purbaya Yudhi Sadewa,monster malak kemren lepas,netral,prediksi_model,0.4676187587986014
Purbaya Yudhi Sadewa,negri orang pro rakyat serang mafia miris rakyat gampang adu domba,negatif,prediksi_model,0.6130634015096255
Purbaya Yudhi Sadewa,kritik perintah ngoceh doang coba masuk jabat trus buktiin hebat kritik agama islam pesantren hati asuh sanggup trus kritik kontribusi nyata lapang biar manfaat omon belakang tok penting hasil konten pribadi,netral,prediksi_model,0.379669710398249
Purbaya Yudhi Sadewa,heran kalo auto skip guru gembul,netral,prediksi_model,0.5393143359425875
Purbaya Yudhi Sadewa,menkeu kendali moneter guru,netral,prediksi_model,0.5169298273248326
Purbaya Yudhi Sadewa,butuh menteri uang bosa action senyap koar koar korban sasar salah tembak rakyat,netral,prediksi_model,0.3727769263205778
Purbaya Yudhi Sadewa,urus perut rakyat politisirrakyat nilai rasa pimpin bikin rakyat tenang tentram,positif,prediksi_model,0.6188226418325072
Purbaya Yudhi Sadewa,sampe detik cari keburu menkeu,negatif,prediksi_model,0.411125183154636
Purbaya Yudhi Sadewa,ngeri banget media,netral,prediksi_model,0.44782800897670016
Purbaya Yudhi Sadewa,rawa pandawa saudara musuh gerak kendali dalang gantung dalang,negatif,prediksi_model,0.5404553287473157
Purbaya Yudhi Sadewa,prabowo cari didlm tdk,netral,prediksi_model,0.44018591889349834
Purbaya Yudhi Sadewa,suka purbaya jahat geng solo,positif,prediksi_model,0.6029925667838304
Purbaya Yudhi Sadewa,drama doang senjata politik prabowo prabowo jahat ham,netral,prediksi_model,0.4230642031361746
Purbaya Yudhi Sadewa,teori cak gebul ngawur,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,iya menteri bongkar korupsi,netral,prediksi_model,0.5075617575224708
Purbaya Yudhi Sadewa,prediksi paman gembul,negatif,prediksi_model,0.5278338497481098
Purbaya Yudhi Sadewa,mbul ngomong opo koe iki termul lho,netral,prediksi_model,0.4649122606718777
Purbaya Yudhi Sadewa,prediksi guru gembul thd purbaya dukung menkeu,netral,prediksi_model,0.49069921838047675
Purbaya Yudhi Sadewa,purbaya jarah gembul nih ngawur analisis analisis ndak dasar profikatif nih gembul ndak otak,negatif,prediksi_model,0.5295740910960769
Purbaya Yudhi Sadewa,nguk nguk nguuk nguk udah mamam mbul ,netral,prediksi_model,0.5666304507578228
Purbaya Yudhi Sadewa,sok tau masuk akal,netral,prediksi_model,0.5210259935606514
Purbaya Yudhi Sadewa,harap taktik endap sisa anggar sengaja tdk serap program kerja awas endap bank tahun bunga bayang trilyun bunga milyar rentan bancak tdk aman sisa anggar tdk serap bidang perhati,negatif,prediksi_model,0.5063081628507033
Purbaya Yudhi Sadewa,purbaya maju rakyat indonesia raya sabang merauke dukung  dengerin pki gaya hidup purbaya presiden prabowo subianto ,positif,prediksi_model,0.8985170844236077
Purbaya Yudhi Sadewa,langkah purbaya sikap kondisi uang negara bravo,positif,prediksi_model,0.7611650505622607
Purbaya Yudhi Sadewa,btw prediksi guru gembul kmren israel iran melesettpi its okksaya suka dri pov pandang orang,netral,prediksi_model,0.4759145214955971
Purbaya Yudhi Sadewa,dukung prabowo bpk seorng pahlawan,netral,prediksi_model,0.5195279936517145
Purbaya Yudhi Sadewa,benar rakyat menkeu amar maruf nahi mungkar,positif,prediksi_model,0.6732458190921968
Purbaya Yudhi Sadewa,assalamualaikum guru gembuul ente ternak mulyono,negatif,prediksi_model,0.5584201115156991
Purbaya Yudhi Sadewa,hidup korupsi indonesia,netral,prediksi_model,0.36911465134131816
Purbaya Yudhi Sadewa,vlog orang buzzer jokowi,negatif,prediksi_model,0.6979869901379405
Purbaya Yudhi Sadewa,kasihan lihat bangsa kutu tulis nulis koran medsos sma kelas usia lantas tulis nerbitin buku koran nasional nulis medsos dll dsbgnya kutu tulis paksa tulis keluar besok hapus komputer tulis lanjur cetak koran diposting medsos jejak fisik digital abadi baca tulis hela napas ulang saksi tingkah laku netizen jilat menkeu duh duh baca tulis ulang tulis puluh cepat menjlat purbaya lupa sri mulyani iya turun rumah serbu sri mulyani menteri uang baik dunia omong kosong jabat duh rabbi elu love kebon puja juta tukin gaji thr naik gaji pns digit krisis indonesia stabil bla bla daftar aduh aduh bijak sri mulyani dipujapuji betul dampak juta pns awal sertifikasi guru mutusin menkeu purbaya naikin gaji pns jelek sri mulyani butuh jam tuju tulis pakai nppn ppn buku cetak kena tulis atas lantas nasib sri mulyani paham sungguh malang bangsa sorak sorai turun paksa mimpi sorak sorai angkat ganti memujamujinya lantas besok sorak sorai turun ganti pimpin besok turun paksa begituuuu netizen kritis henti mujamuji medsos cuih henti tengkar antem balas komen gara bain jabat unfol benci tolol banget tere liye,positif,prediksi_model,0.7063882368085994
Purbaya Yudhi Sadewa,bazzrer menkeu kali kah kue juga,positif,prediksi_model,0.458269244669646
Purbaya Yudhi Sadewa,bang halaman kotor sapu ,netral,prediksi_model,0.4444037452541959
Purbaya Yudhi Sadewa,ketar tir krn tdklah aman sepak terjang krn bnyk sakit hati terutana koruptr oligarki mrk tdk tinggal diam,negatif,prediksi_model,0.6116719575804686
Purbaya Yudhi Sadewa,cipta konflik sprti guru gembul bilang sblum perintah prabowo sarat konflik bongkar skrang,netral,prediksi_model,0.5956044153832275
Purbaya Yudhi Sadewa,proses bentuk bahan bakar api nerakanyapasti,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,jelasdong purbaya orang bijak humoris terus juang pur tuhan serta biar anjing gonggong kafilah jalan hirau cerca tuju pur mulia memverbaikisistim uang negeri carut marut gerogot tikus das mohon introspeksi salam waras,positif,prediksi_model,0.6230019859296422
Purbaya Yudhi Sadewa,pihak rakyat buzzernya,negatif,prediksi_model,0.4673728510300577
Purbaya Yudhi Sadewa,all,negatif,prediksi_model,0.3487077985032487
Purbaya Yudhi Sadewa,tunggu gebrak beliauseru beda yaaaademsantai ngena banget angin segar rakyat,netral,prediksi_model,0.39808746557565755
Purbaya Yudhi Sadewa,coba logika asumsisementara menkeu pakai data dlm jalan tugassegala usaha resiko browwjokowi ambil resiko iknkereta cepat ide hitung diam protes sok cerdas data analisa cukup konten sibuk urus kementrianorg kerja ganggu brooooww,netral,prediksi_model,0.4608229408107325
Purbaya Yudhi Sadewa,tuju lawan menkeu emang monster raksasa itungan matematika mmg pur menang krg etis statement gugel ramal pur lengser ujung rmhnya jarahdi amuk dah lewat batas spt giring etis,netral,prediksi_model,0.40514330867306975
Purbaya Yudhi Sadewa,lhokmu termul yagk bgus omong,netral,prediksi_model,0.553134029622984
Purbaya Yudhi Sadewa,guru  gagal paham,netral,prediksi_model,0.4804861128223065
Purbaya Yudhi Sadewa,babat tanah jawi satrio pingit bela negara rakyat konon muncul purboyo yodi sodewo gibron roko,netral,prediksi_model,0.36436836633100605
Purbaya Yudhi Sadewa,nilai purbaya coba framing bhw pahlawan ekonomi krisis narasi singkat sby hebat jkowi nunggu depan gawang kalo tumbuh kelak atas oleh pjkowi kasih jempol,netral,prediksi_model,0.47816065878402536
Purbaya Yudhi Sadewa,beranda wara wiri menteri purbaya dinda karamoy,positif,prediksi_model,0.5343184724032715
Purbaya Yudhi Sadewa,salah rakyat nkri sabar hilang keos,positif,prediksi_model,0.8100871597871265
Purbaya Yudhi Sadewa,alloh lindung,positif,prediksi_model,0.7152740700394105
Purbaya Yudhi Sadewa,orang udah siap presiden,netral,prediksi_model,0.5279660738980252
Purbaya Yudhi Sadewa,judul lagu pan khayal tingkat,netral,prediksi_model,0.5991268970890788
Purbaya Yudhi Sadewa,lahir soeharto berantas pki moderen,negatif,prediksi_model,0.6609515060950288
Purbaya Yudhi Sadewa,prediksi guru gembul keri adukasi ilmu tahu rakyat indonesia biar waspada gampang provokasi elitnya solit monitor awas terobos industrisasi cipta lapang kerja,netral,prediksi_model,0.5065171711111658
Purbaya Yudhi Sadewa,bul gembul kau gembol bilang otak gua telan besok pagi buang toilet,negatif,prediksi_model,0.6164578959368202
Purbaya Yudhi Sadewa,ngomongnya muter muter enak dengar,negatif,prediksi_model,0.5440362260907952
Purbaya Yudhi Sadewa,guru gembul amal ,netral,prediksi_model,0.5958742957207179
Purbaya Yudhi Sadewa,moga kelola danantara bener,negatif,prediksi_model,0.38857277510112986
Purbaya Yudhi Sadewa,alloh robb jaga purbaya keluarga jaga beliau orang orang jahat rakus dzolim purbaya aamiin,positif,prediksi_model,0.9260223685754913
Purbaya Yudhi Sadewa,juta duduk indonesia turun menepalkan indonesia kalo sampe purbaya lengser,positif,prediksi_model,0.5099761142445156
Purbaya Yudhi Sadewa,prabowo presiden cerdaswakilnya cerdas,positif,prediksi_model,0.6658248633330014
Purbaya Yudhi Sadewa,prabowopurbayaamran sulaimankdmhoho alkafnex moga bantu bantu rakyat revolusioner iklas maju bangsa iniamin,positif,prediksi_model,0.5452684402796962
Purbaya Yudhi Sadewa,briliant,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,canel gurutp isi gembul,negatif,prediksi_model,0.6198261699505512
Purbaya Yudhi Sadewa,insya allahkaalaupeberantasan korupsi sukses bareng tinndaksn menkeu sukses sejahtera rakyatpemerintahan prabowoberlajut oeriodetanpa gibran,positif,prediksi_model,0.7059924741744267
Purbaya Yudhi Sadewa,prabowo purbaya wujud ekonomi indonesia makmur pro rakyat buat abdi orang rakus cemburu lawan,positif,prediksi_model,0.8089362380617616
Purbaya Yudhi Sadewa,tutup galon,netral,prediksi_model,0.5336394459523415
Purbaya Yudhi Sadewa,xerophex lunark,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,yyyyaahhhh guru gembul bongkar skenario cari skenario mafia,negatif,prediksi_model,0.5459457164859375
Purbaya Yudhi Sadewa,itulahmafia akar mana manamedia kuasaipendidikan jugapokok dilumpuhkanmaka orang bersih jujur jokowi nga buat banyaksebab mui bulum nyata uang korupsi haram,negatif,prediksi_model,0.534777344536608
Purbaya Yudhi Sadewa,ramal salah,netral,prediksi_model,0.41184680162805787
Purbaya Yudhi Sadewa,jangka panjang dpr bersihmafia bubarkeuangan negara kuatrakyat sejahterabisa nikmat fasilitas gratis,negatif,prediksi_model,0.3566572721579429
Purbaya Yudhi Sadewa,aneh mafia lindung kerja orang dprmaka rakyat bubar dpr dpr lindung mafia jarah uang haram babi,negatif,prediksi_model,0.5130463154839197
Purbaya Yudhi Sadewa,prinsip negara hancur mafia,negatif,prediksi_model,0.5880794551762744
Purbaya Yudhi Sadewa,salahpemerintah butuh mafiamafia bentuk rampok uang negarajustru presiden basmi mafia,negatif,prediksi_model,0.5547668494840385
Purbaya Yudhi Sadewa,ayooo prabowo buang menteri sontoloyo nga kerja,netral,prediksi_model,0.6328295997570709
Purbaya Yudhi Sadewa,dibenturkanitu kasarmenteri awas gera uang lari kemanaboros dimanabocor dimanasebab tanggung langsung presiden,positif,prediksi_model,0.5463397744198175
Purbaya Yudhi Sadewa,inti koruptor bebas buka itusemua terang sulit dicolongrakyat gembira,negatif,prediksi_model,0.6635441136989442
Purbaya Yudhi Sadewa,laku serang tau gawang dimanayang muter doang nga tau gawang mana,negatif,prediksi_model,0.5736834244342718
Purbaya Yudhi Sadewa,presiden kendali uang langsunguntuk jaga stabilitas terkendalibukan srperti bilang,positif,prediksi_model,0.5234545764424353
Purbaya Yudhi Sadewa,rakyat indonesia dukung bijak menkeu purbaya,positif,prediksi_model,0.8826014313806939
Purbaya Yudhi Sadewa,pinter pinter gembul ramal tembus,negatif,prediksi_model,0.6290085016318068
Purbaya Yudhi Sadewa,tri keuangannampaknya prabowo simplifikasi arus uang departemen hasil uang dlm institusi independent danantara departemen guna uang dsnlah tri uang tindak kasir manajemen traffic anggar,positif,prediksi_model,0.4679128633064755
Purbaya Yudhi Sadewa,prabowo training usyg materi utama ajar low intensity conflict management amerika selatan terap militer bikin gerombol komunisjd mrk kerjaangunanya serap alutsista jual amrik,netral,prediksi_model,0.406576905479013
Purbaya Yudhi Sadewa,suka gebrak purbaya,positif,prediksi_model,0.8388041426183335
Purbaya Yudhi Sadewa,ayo dukung pur moga alloh lindung petaka dzalim,positif,prediksi_model,0.8346999248780699
Purbaya Yudhi Sadewa,hati guru gemblung adu domba,netral,prediksi_model,0.6404349527928137
Purbaya Yudhi Sadewa,hey gembul pesimis banget mustinya bantu rakyat bantu lawan mafia migas judol narkoba,negatif,prediksi_model,0.4915878971247379
Purbaya Yudhi Sadewa,gembal gembul sok,negatif,prediksi_model,0.7184254063030467
Purbaya Yudhi Sadewa,gelombang jatuhin purbaya tipis tipis udah liat jir,positif,prediksi_model,0.7820331753173794
Purbaya Yudhi Sadewa,guru cabul,netral,prediksi_model,0.6801276844999782
Purbaya Yudhi Sadewa,masyarakat bijak klu jabat pro rakyat jujur warga masyarakat tamen benteng klual kelompok kelompok jatuh tdk klu masyarakat satu,negatif,prediksi_model,0.4129502219259391
