text,tokoh,prediksi_label_raw,score_keyakinan,label_final
Selamat iya Pak.. Kami rakyat bangga msh ada Menteri yg jujur dan amanah. Pak Purbaya jg pintar dan cerdas. Pak Menkeu Is The bestlah..,Purbaya Yudhi Sadewa,positive,0.998985230922699,Positif
"Netizen Indonesia kapan dptnya,,aduh kebalik ini",Purbaya Yudhi Sadewa,negative,0.9993124008178712,Negatif
Layak layak,Purbaya Yudhi Sadewa,positive,0.9992652535438538,Positif
"Lama g keliatan Alhamdulillah pak Budiono sehat,salah satu  master ekonomi nya Indonesia 🎉",Purbaya Yudhi Sadewa,positive,0.9930847883224488,Positif
Is the best Purbaya..majulah Indonesia ku😊bongkar semua kebusukan yg ada di lembaga pemerintahan utk bangsa dan negara kedepan lebih maju.,Purbaya Yudhi Sadewa,positive,0.979885995388031,Positif
Selamat pak purbaya,Purbaya Yudhi Sadewa,positive,0.9803168773651124,Positif
Jelaslah,Purbaya Yudhi Sadewa,positive,0.9779977202415466,Positif
Beliau santai krn dia tau ilmu dan rumus nya,Purbaya Yudhi Sadewa,positive,0.9939908385276794,Positif
"SELAMAT PAK PURBAYA,Semoga anda selalu istiqomah dalam menjalankan amanah rakyat dan semoga ALLAH SWT selalu melindungi andadalam menjalankan tugas untuk rakyat.kami dibelakangmu mendukungmu....",Purbaya Yudhi Sadewa,positive,0.9959165453910828,Positif
Semakin di cintai rakyat semakin dimusuhi para bajingan oligarki dan para koruptor perampok uang rakyat,Purbaya Yudhi Sadewa,negative,0.9988073110580444,Negatif
panjang umur sehat selalu pak purbaya,Purbaya Yudhi Sadewa,positive,0.9869649410247804,Positif
Congrat Great Koboi❤️‍🔥🐦‍🔥🔥,Purbaya Yudhi Sadewa,positive,0.9890519976615906,Positif
Alhamdulillah amin amin,Purbaya Yudhi Sadewa,positive,0.9989546537399292,Positif
ayo pak Purbaya dipercepat lagi bersihkan semua mafia terutama dunia kesehatan dan harga obat yg hrsnya murah seperti di penang.,Purbaya Yudhi Sadewa,negative,0.9889948964118958,Negatif
Pak bahlil gk masuk nominasi kah,Purbaya Yudhi Sadewa,negative,0.941045343875885,Negatif
Apapun yang Purbaya omongkan tetap enggak pernah bikin gua bosen,Purbaya Yudhi Sadewa,positive,0.5919247269630432,Positif
Agar dana desa mudah terpantau oleh seluruh rakyat maka perlu instrumen Yg mana dana Yg disalurkan melalui dana Yg terdesentralisasi blochain agar masyarakat juga bisa mantan Yg terpenting alamat waletnya bisa di tunjukkan ke pada masyarakat.,Purbaya Yudhi Sadewa,neutral,0.9759280681610109,Netral
mentri terbaik negaraku Aamiin,Purbaya Yudhi Sadewa,positive,0.9972938895225524,Positif
pak pur the best.............,Purbaya Yudhi Sadewa,positive,0.8786706328392029,Positif
Nah ini baru setuju,Purbaya Yudhi Sadewa,negative,0.9973674416542052,Negatif
"Orang kayak gini.
Masak yg lain gak mau kerja bareng.

Minimal beking lah.",Purbaya Yudhi Sadewa,negative,0.9992480874061584,Negatif
CNBC obral penghargaan,Purbaya Yudhi Sadewa,negative,0.944924533367157,Negatif
"Dulu jaman Sri Mul nongol sy tdk  prnh melihat, tp skrng Menkeu yg baru pk Purbaya sll sy dengarkan",Purbaya Yudhi Sadewa,neutral,0.9872800707817078,Netral
Masya Allah tabarakallah selamat pa Menkeu idolaku🙆💖,Purbaya Yudhi Sadewa,positive,0.7571424245834351,Positif
"andaikan semua pejabat tidak berasal dari partai politik seperti beliau ini, betapa bangganya saya sebagai rakyat indonesia",Purbaya Yudhi Sadewa,positive,0.8837506771087646,Positif
Mantaff  ❤,Purbaya Yudhi Sadewa,positive,0.9277442693710328,Positif
Ihhhh ikut bangga❤ selamat bapak,Purbaya Yudhi Sadewa,positive,0.9985032081604004,Positif
"Semakin “nyata” duet ahy-purbaya di pilpres 2029!!!!! 
Serdadu cikeas makin rajin gerilya (Chairul Tanj -gita wir- r garong)! Wkwkwk",Purbaya Yudhi Sadewa,neutral,0.8911740779876709,Netral
pak budiono tau boroknya BI,Purbaya Yudhi Sadewa,negative,0.9990233182907104,Negatif
"Bapak pantas mendapatkan penghargaan ini ,semangat terus BPK yang pro rakyat kami semua mendoakanmu🙏😇🥰",Purbaya Yudhi Sadewa,positive,0.996644914150238,Positif
"Alhamdulillah.. Pak Purbaya Mantap Hebat Pro Rakyat..
Rakyat Cinta Anda❤❤❤❤❤",Purbaya Yudhi Sadewa,positive,0.9990146160125732,Positif
Kapan pns dan pensiunan di naikkan pak aku mengharap kepada bapak purbaya semoga di kabulkan aamiin yra,Purbaya Yudhi Sadewa,neutral,0.9950300455093384,Netral
"inilah menkeu yg benar2 bekerja utk rakyat . 
layak di beri penghargaan . 
bukan seperti yg lain hanya pencitraan di depan kamera saja . 
semoga  pak Purbaya sukses dalam menjalankan tugas . sehat pajang umur",Purbaya Yudhi Sadewa,positive,0.9894317388534546,Positif
SEMOGA DI BERIPAHALA YG MELIMPAH OLEJ ALLOH SWT MENTRI JUJUR DAN AMANAH INDONESA JADI MAKMUR AAMIIN YRA,Purbaya Yudhi Sadewa,positive,0.988283097743988,Positif
yeah KAYA BERSAMA - SENYUM BERSAMA - SENANG BERSAMA --- BAHAGIA BERSAMA - semoga MENJADI INDONESIA MAKMUR,Purbaya Yudhi Sadewa,positive,0.9925846457481384,Positif
Harusnya mahsiswa pendemo yg dapat gelar tsb.,Purbaya Yudhi Sadewa,negative,0.993168830871582,Negatif
Congratulations pak menkeu ❤❤,Purbaya Yudhi Sadewa,neutral,0.9975430965423584,Netral
Selamat... Dan tetap Semangat pak Menteri keuangan. Pak Purbaya 👍👍👍,Purbaya Yudhi Sadewa,neutral,0.8605943322181702,Netral
Orang hebat dan baik bekerja pada sistem yg busuk sangat berat resikonya ikut busuk seperti pak Nadiem banyak lagi,Purbaya Yudhi Sadewa,negative,0.9961470365524292,Negatif
"selamat ayahandakuu, you are a real game changer of the year😍. alhamdulillah saat ini aku merasakan game perubahannya melalui maganghub😍",Purbaya Yudhi Sadewa,positive,0.971278965473175,Positif
Emang  orang  jujur  diperlukan  di Indonesia  Biar  Indonesia  Maju  dan maju,Purbaya Yudhi Sadewa,positive,0.9616243839263916,Positif
Itu kayak  foto pQoerultanjung  Dengan p  purbaya,Purbaya Yudhi Sadewa,positive,0.5081650614738464,Positif
yg saya harapkan mata uang rupiah itu bisa kuat nilai tukarx terhadap dolar saja😊😊😊😊😊,Purbaya Yudhi Sadewa,neutral,0.9216129779815674,Netral
Pak Pak Purbaya,Purbaya Yudhi Sadewa,positive,0.9855119585990906,Positif
Barakallah Pak Purbaya.. Lanjutkan Pak 👍,Purbaya Yudhi Sadewa,positive,0.946706235408783,Positif
"coba dari dulu dia jadi menteri keuangan, udah pasti sejahtera dari dulu saya",Purbaya Yudhi Sadewa,positive,0.9704431891441344,Positif
Beliau sangat layak mendapatkan anugrah ini...,Purbaya Yudhi Sadewa,positive,0.993556559085846,Positif
"PAK PURBAYA LAYAK DPT ""MAN OF THE YEAR"" 2025 ENTAH DARI INSTITUSI YG PASTI YG KREDIBLE..",Purbaya Yudhi Sadewa,neutral,0.6531518697738647,Netral
MasyaAllah😍,Purbaya Yudhi Sadewa,positive,0.9684287309646606,Positif
mantaaaap loooord PURBAYA ululululuululululullulululu,Purbaya Yudhi Sadewa,positive,0.9659138321876526,Positif
Sangat layak.,Purbaya Yudhi Sadewa,positive,0.9905351996421814,Positif
"Assalamualaikum Warohmatullahi Wabarakatuh, selamat ,semoga sukses ,amanah dan dlm lindungan Allah SWT dlm memimpin di bidangnya Aamiin....",Purbaya Yudhi Sadewa,positive,0.9871202111244202,Positif
Pentingnya meritokrasi. Banyak orang kita jago di bidang nya tapi sedikit yang dapat kesempatan.  Pak Purbaya satu diantara sedikit itu,Purbaya Yudhi Sadewa,positive,0.951216161251068,Positif
"Sayang menteri keuangan tidak segera memutuskan kenaikan gaji TNI,POLRI,ASN & SEMUA PENSIUNAN.",Purbaya Yudhi Sadewa,neutral,0.9812443852424622,Netral
Mantap ini baru bener acara penghargaan 👍👍👍😎,Purbaya Yudhi Sadewa,positive,0.9854295253753662,Positif
"MasyaaAllah Tabarakallah dgn Ridho Allah Ta'ala P Menkeu Purbaya Yudhi Sadewa, support klrg jg rakyat Indonesia,mensejahterakan masyarakat, sehat2 sll BPK ter❤se 🇮🇩🇮🇩🇮🇩",Purbaya Yudhi Sadewa,positive,0.9934145212173462,Positif
bahkan George Soros aja dibuat ga berkutik..,Purbaya Yudhi Sadewa,negative,0.9991670846939088,Negatif
Kemana aja mas game changer selama ini... Kok kayak harta karun disembunyikan atau tersembunyi... Kita diprank sama mitos bahwa Menkeu tidak tergantikan .. Tapi syukur akhirnya muncul juga mas game changer,Purbaya Yudhi Sadewa,negative,0.9776309132575988,Negatif
Pak Mentan juga layak tu,Purbaya Yudhi Sadewa,negative,0.6857760548591614,Negatif
Smg  Indonesia mendapatkan semua pejabat yg sprt Pak Purbaya pasti rakyat sejahtera...,Purbaya Yudhi Sadewa,positive,0.9213970899581908,Positif
"Mantap CNBC, bisa beri apresiasi prestasi orang yang memberi perubahan bagi Indonesia ke depannya. Tapi lebih baik lagi apresiasi yang bisa berantas korupsi di Indonesia.",Purbaya Yudhi Sadewa,positive,0.9939352869987488,Positif
Keren lanjut buat reformasi keuangan,Purbaya Yudhi Sadewa,neutral,0.9903467297554016,Netral
"Inilah mentri yg pintar cerdas dan apa adanya, bukan yg ada apanya😊",Purbaya Yudhi Sadewa,positive,0.9390588402748108,Positif
barang langka iki dan bukan penghargaan embel² kayak yang itu tuhhh,Purbaya Yudhi Sadewa,negative,0.9757547974586488,Negatif
Mantappp pak Purbaya,Purbaya Yudhi Sadewa,positive,0.984607756137848,Positif
Alhamdulillah 🤲 selamat PK Purbaya 👍❤,Purbaya Yudhi Sadewa,positive,0.9973732233047484,Positif
Maa syaaAllah barakallahu fiik 🤲🏼 Selayaknya beliau dapat pak Purbaya Yudhi Sadewa semoga Indonesia bisa lebih baik berkah selalu🤲🏼👍🏼🇲🇨,Purbaya Yudhi Sadewa,positive,0.9902140498161316,Positif
Pejabat yg kayak Pak Pur meski amat serius tapi dibawa dg santai dan senyum.. 👍👍👍,Purbaya Yudhi Sadewa,positive,0.7027658224105835,Positif
"Allah melindungi Mu , Pak Purbaya.❤❤❤❤❤",Purbaya Yudhi Sadewa,positive,0.9956032037734984,Positif
Mr.tanjung gak kedengeran berita sumbangannya ke bencana sumatra..mungkin sedakah senyap ya !!,Purbaya Yudhi Sadewa,negative,0.9524611234664916,Negatif
Kalau semua oknum pejabat Indonesia jujur dan amanah dalam menjalankan tugasnya insyaallah negara Indonesia bakal maju dan rakyat sejahtera,Purbaya Yudhi Sadewa,positive,0.9905755519866944,Positif
Alhamdulillah idolakuuu...semua kaya bersama sama....🎉🎉🎉,Purbaya Yudhi Sadewa,positive,0.9986853003501892,Positif
Penghargaan paling tinggi dari Allah dan rakyat redo dgn beliau yg tulus❤❤❤🎉🎉🎉🎉,Purbaya Yudhi Sadewa,positive,0.9977203011512756,Positif
"Cocok, idolaku",Purbaya Yudhi Sadewa,positive,0.9977783560752868,Positif
"Masyaallah, selamat Pak Purbaya. Saya jadi tambah kagum dan ngefans sama Bapak.",Purbaya Yudhi Sadewa,positive,0.9960665106773376,Positif
Memang sangat terasa perbedaanya,Purbaya Yudhi Sadewa,positive,0.5964319109916687,Positif
Congrats pak purbaya,Purbaya Yudhi Sadewa,neutral,0.4945297837257385,Netral
"If Life Is a Game, These Are the Rules 😊😊",Purbaya Yudhi Sadewa,negative,0.441172331571579,Negatif
Mantap pak menkiu lanyutkan semogs infonesa bisa ksya bersama keren pak purbaya,Purbaya Yudhi Sadewa,positive,0.99202698469162,Positif
"Pak CT degdegan ga tuh.. takut Pak Yudhi salah ngomong? haha

Btw ini award apaan ya.. nama penghargaannya aneh2 semua.. cuma buat seru2 aja kali ya yg penting kumpul",Purbaya Yudhi Sadewa,negative,0.9931193590164183,Negatif
"Ya Allah...lindungi bpk Purbaya. Orang baik,jujur, dan membela rakyat.",Purbaya Yudhi Sadewa,positive,0.9959027171134948,Positif
Wahh ini baru menkeu yang sidak terus ke Bank2 kayanya dulu ga ada tuh😢,Purbaya Yudhi Sadewa,negative,0.547137975692749,Negatif
Asalam mualaikum semangat terus pak mentrie waslm,Purbaya Yudhi Sadewa,positive,0.9887041449546814,Positif
semoga sehat slalu bpk men ku,Purbaya Yudhi Sadewa,positive,0.9839581251144408,Positif
"SMG Allah SWT sll melindungi orang baik dan jujur ,Aamiin yra ❤❤❤",Purbaya Yudhi Sadewa,positive,0.9791859984397888,Positif
Dulu Sri Mulyani gmn yaa?,Purbaya Yudhi Sadewa,neutral,0.9983665347099304,Netral
"Kereen,mantaaap pak Pur..kerja nyata,cerdas dan amansh untuk rakyat",Purbaya Yudhi Sadewa,positive,0.9980528354644777,Positif
BRI sidak pak banyak uang nasabah yg raib,Purbaya Yudhi Sadewa,negative,0.9051406979560852,Negatif
Menteri keuangan p.purbaya is the best❤,Purbaya Yudhi Sadewa,neutral,0.8603813648223877,Netral
Kenapa pak mentri harus keliling jabat tangan 😂😂,Purbaya Yudhi Sadewa,neutral,0.980705201625824,Netral
tangkap pak maling maling tu,Purbaya Yudhi Sadewa,negative,0.9981572031974792,Negatif
Orang 2 yg baik dan jujur kiranya senantiasa dlm perlindungan Tuhan,Purbaya Yudhi Sadewa,positive,0.9888007640838624,Positif
Masih banyak orang China ternyata yah di BNI,Purbaya Yudhi Sadewa,negative,0.9938552975654602,Negatif
"Hallo PK Purbaya,SHT selalu y PK🤲👍❤❤❤🙏🙏🙏",Purbaya Yudhi Sadewa,neutral,0.6986280679702759,Netral
Ya alloh semoga sehat selalu dan selalu dilidungi alloh bapa Purbaya,Purbaya Yudhi Sadewa,neutral,0.8638294339179993,Netral
"bapaaaa ,selamat bekerja yaaa pa Pur yg baik hati",Purbaya Yudhi Sadewa,positive,0.9953666925430298,Positif
Mentri yng anggota dewan perwakilan rakyat beneran yng GK ada jaimnya,Purbaya Yudhi Sadewa,neutral,0.9633183479309082,Netral
"Mantap pak Purbaya... Dana desa hanya utk memperkaya  sebagian  oknum kades saja... Sebab ada kades yg baik, dn jujur. Nyalalah terus Pak Pur. Rakyat dibelakang BPK..❤❤❤ NKRI",Purbaya Yudhi Sadewa,negative,0.9917033314704896,Negatif
Tikus-tikus mulai lapar dan menyerang dapur,Purbaya Yudhi Sadewa,negative,0.9973676800727844,Negatif
Ada dn GK ad kepdes sama aja GK ad bedanya.,Purbaya Yudhi Sadewa,negative,0.7840611338615417,Negatif
"KEPALA DESA DIMANA"" KORUPSI.
MULAI DARI RT KORUPSI.
APA LG LURAH MADURA, 90 % MALING.",Purbaya Yudhi Sadewa,negative,0.9989025592803956,Negatif
"Kades yg demo, merekalah pelaku yg membuat rakyat sengsara. Dasa desa di stop saja jika tidak jujur.",Purbaya Yudhi Sadewa,negative,0.9992550015449524,Negatif
Memang betul ya pejabat seperti kades juga gak ada empati nya padahal Indonesia masih sibuk urus bencana yang di Sumatra ya Alloh binasakan saja lah mereka,Purbaya Yudhi Sadewa,negative,0.9993709921836852,Negatif
"kpk waktu dan tempat dipersilahkan...
mumpung lg ngumpul",Purbaya Yudhi Sadewa,neutral,0.9117416739463806,Netral
mumpung lagi ngumpul kenapa ga diracun itu hama,Purbaya Yudhi Sadewa,negative,0.8317366242408752,Negatif
"Jelas terbukti, bahwa para anjing kepala desa yang demo di kemenkeu adalah PARA KADES PERAMPOK DANA DESA, mereka fikir pemerintah bodoh dan gak tahu kebobrokan para kades, lebih baik HAPUS PROGRAM DANA DESA, biar orang gak berebut nyalon kades.",Purbaya Yudhi Sadewa,negative,0.9994057416915894,Negatif
Gasspol pak purbaya,Purbaya Yudhi Sadewa,neutral,0.9313828945159912,Netral
Pelaku muncul sendiri 😂,Purbaya Yudhi Sadewa,negative,0.9986990690231324,Negatif
"Salah sendiri,  dana desa tiap thn turun..tp jln desa aja gapernah bagus.  Hanya yg tdk korupsi desa nya bagus, rakyat nya gakelaparan.",Purbaya Yudhi Sadewa,negative,0.7090842127799988,Negatif
"Dana desa itu jadi lumbung korupsi untuk memperkaya diri sendiri dan antek-anteknya..... Di kampung saya aja jalan pada berlubang gak ada tuh perbaikan,sampai kemarin kena azab kecil balai desa nya kena banjir 😂 padahal selama saya hidup 33th di desa gak pernah tuh banjir baru taun ini dan bulan ini",Purbaya Yudhi Sadewa,negative,0.9993022680282592,Negatif
Jangan di kasih lagi dana desa pak pak lurah di tempatku lurah nya suka karaokean,Purbaya Yudhi Sadewa,positive,0.981446385383606,Positif
Sekarang jelas terbukti kan bermunculan para koruptor 😂😂😂😂,Purbaya Yudhi Sadewa,negative,0.9989898800849916,Negatif
"Tidak manfaat ada kades, lbh baik hilangkan, agar dana dr perintah sampai kpd warga",Purbaya Yudhi Sadewa,negative,0.9944770932197572,Negatif
KAMI RAKYAT DUKUNG BAPAK MENKEU PURBAYA💪🙏👍🥰,Purbaya Yudhi Sadewa,positive,0.7408379316329956,Positif
Keren pak pubaya❤,Purbaya Yudhi Sadewa,positive,0.999106228351593,Positif
Cerdas bgt pak pur,Purbaya Yudhi Sadewa,positive,0.9983038902282716,Positif
"Smg secepatnya ad audit dri pemerintah n kpk ke daerah"" biar ketahuan amanah atau tidaknya",Purbaya Yudhi Sadewa,neutral,0.9988603591918944,Netral
"langsung datang minta diperiksa....
Top... Pak Menkeu...",Purbaya Yudhi Sadewa,neutral,0.9990411400794984,Netral
"Kasian para kades, padahal gundik-gundiknya nya lg pd dibangunin rumah , ama dicicilin Honda PCX dan Honda Brio warna merah",Purbaya Yudhi Sadewa,negative,0.9865161180496216,Negatif
Enake itu berarti uang negara untuk memperkaya kades,Purbaya Yudhi Sadewa,neutral,0.9771551489830016,Netral
Setuju gaskeun pa ..kades dari tidak PNY apa2 skrg PNY segala ny..giliran jln rusak banjir diem aja,Purbaya Yudhi Sadewa,negative,0.998456597328186,Negatif
Kades apda suka mabuk2an,Purbaya Yudhi Sadewa,negative,0.6242457032203674,Negatif
tikusnya keluar semua 😂,Purbaya Yudhi Sadewa,negative,0.99829763174057,Negatif
Pecat smua aj yg hadir tu..gk kan mati sebuah desa dng gak adanya kades2 sperti mreka..,Purbaya Yudhi Sadewa,negative,0.9971315860748292,Negatif
"Dulu almarhum kakek dan buyut saya pas ngejabat jadi kades malah habis harta karna buat pembangunan desa. Makanya saya heran kades yg skrg kok setelah menjabat malah istri nambah trus, rumah makin banyak, bisa bikin toko pula buat usaha, enak bener  😅",Purbaya Yudhi Sadewa,positive,0.5151678323745728,Positif
Wahahahaahah rayap cawet keluar semuanya PEJUang MEMBER HOTEL 😅,Purbaya Yudhi Sadewa,negative,0.9970723390579224,Negatif
Lanjutkan pak purbaya. 😅😅😅,Purbaya Yudhi Sadewa,neutral,0.9892752766609192,Netral
Pak purbaya hebatttt,Purbaya Yudhi Sadewa,positive,0.9984625577926636,Positif
Ha ha ha OOO gini caranya biar koruptor keluar kandang di pintu gerbang,Purbaya Yudhi Sadewa,neutral,0.5488539934158325,Netral
PARA TIKUS BUSUK KELUAR SANGKAR KARNA GAK DAPET MAKANAN,Purbaya Yudhi Sadewa,negative,0.9993757605552672,Negatif
"Paadahal kebanyakan kemaren yg terpilih dari partai ""merah"",,, kalo suka grudugan ya wajarlah,,, yg punya masalah di boyolali yg grudug klub rx""K"" dari mana2,,, padahal itu klub yg punya jg mrk,,",Purbaya Yudhi Sadewa,negative,0.9982074499130248,Negatif
Macam desaku dari trans tahun 1990 sampe detik ini desanya gak maju maju malah sepi macam kuburan karena kadesnya korup mafia tanah dan pelihara LC😂😂😂,Purbaya Yudhi Sadewa,negative,0.9994389414787292,Negatif
Betul gitu aja pak..bnyk dana desa diselewengkan..jln2 msh bnyk yg rusak do desa,Purbaya Yudhi Sadewa,negative,0.9992470741271972,Negatif
"Kades itu koruptor besar tingkat desa
Harusnya mereka lapor kekayaan juga sebagai pejabat negara
Pak Purbaya emang keren bikin kebijakan buat mancing para koruptor keluar sarang 😂😂😂
Kita tahu sekarang siapa yang paling jahat",Purbaya Yudhi Sadewa,negative,0.9988135099411012,Negatif
Dana desa di desaku entah kemana duitnya.,Purbaya Yudhi Sadewa,negative,0.8121305108070374,Negatif
"Ketahuan yg panik, yg banyak cicilan 😂😂",Purbaya Yudhi Sadewa,negative,0.998538851737976,Negatif
Bagus pak purbaya... Itu jalan di Sumatra Utara Tapanuli Utara juga hancur semua saat rakyat bertanya mengenai perbaikannya saling salah menyalahkan. Katanya gak dapat dana dari pusat... Padahal mobil pejabatnya fortuner... Tapi mobil operasional kantor dipakai buat kepentingan pribadi,Purbaya Yudhi Sadewa,negative,0.9985591769218444,Negatif
Potong,Purbaya Yudhi Sadewa,negative,0.5143168568611145,Negatif
"Muncul semua koruptornya.... 😂😂😂
Baa.... Selama ini saling tunjuk koruptornya ternyata, dipancing dikit langsung pertunjukan mereka😂",Purbaya Yudhi Sadewa,negative,0.9989160299301147,Negatif
Kalah Skill Dg Gatotkaca Indonesia.😂😂😂,Purbaya Yudhi Sadewa,negative,0.97520250082016,Negatif
"Bner jg ya,yg serakah itu psti menggonggong ingin lebih 😂😂",Purbaya Yudhi Sadewa,negative,0.9984354376792908,Negatif
D korup,Purbaya Yudhi Sadewa,negative,0.9987391829490662,Negatif
Catat tuh kepala desanya yang ikut demo jangan di pilih lagi sama masyarakatnya...😂😂,Purbaya Yudhi Sadewa,negative,0.9989450573921204,Negatif
"Yup, percuma juga. Ga ada manfaatnya, tiap tahun cair tp ga tau kmna uangnya. Pembangunan nol. Ada proyek sekali buat gorong², dana nya kuranglebih  habis 1,3M ga  sampe 1km. Pdaal kecil ga gede gede amat. 150jt aja masih ada sisa menurut gua.",Purbaya Yudhi Sadewa,negative,0.997689723968506,Negatif
Lihat makanan dipangkas udh kelepekan keluar semua para tikusnya😂,Purbaya Yudhi Sadewa,negative,0.9989179372787476,Negatif
Cara cerdas menku menjebak gerombolan tikus kantor😂😂😂,Purbaya Yudhi Sadewa,negative,0.9928569793701172,Negatif
"Yg kaya kadesnya, masyarakatnya tetep miskin...klo ada bantuan rakyat miskin, yg benar2 perlu bantuan malah ga dpt.",Purbaya Yudhi Sadewa,negative,0.9990381002426147,Negatif
kades ternak. ....koruptor......,Purbaya Yudhi Sadewa,neutral,0.6205751299858093,Netral
Tikus penggerogot dana desa pada keluar,Purbaya Yudhi Sadewa,neutral,0.9932889342308044,Netral
❤❤❤❤ pak.our,Purbaya Yudhi Sadewa,positive,0.944094181060791,Positif
"Rakyat desanya aja pada bersuara.... Yakin pada terkuak semua, upload video",Purbaya Yudhi Sadewa,negative,0.9697939157485962,Negatif
Setuju sama pak purbaya,Purbaya Yudhi Sadewa,positive,0.9951637983322144,Positif
Purbaya : nah masyarakat skalian lihat lah parasit di desa kalian pada ngumpul di semua,Purbaya Yudhi Sadewa,neutral,0.8641458749771118,Netral
"Masya allah tabarakallah, sehat selalu pak Purbaya.",Purbaya Yudhi Sadewa,positive,0.9877496361732484,Positif
"Gak usa di cairkan pak
Beneran desa2 banyak jalan makin hancur
Bantuan banyak gak tepat
Tapi rumah kadesnya bak istana mobil mewah hidup hedon😂",Purbaya Yudhi Sadewa,negative,0.9995094537734984,Negatif
Ya ya ya😂,Purbaya Yudhi Sadewa,negative,0.7238900661468506,Negatif
"Dana desa g jelas utk apa j. Yg ada bikin kepala desa sejahtera. Mobil bagus"", motor n-max sampe nge jajar. Hapus j,dana desa. Itu ladang korupsi",Purbaya Yudhi Sadewa,negative,0.9811676740646362,Negatif
"Drama
Ntar pak Wowo sang pahlawan muncul
Krn dia dan Mulyono masih butuh dukungan buat maju pilpres berikutnya wkwkw😊",Purbaya Yudhi Sadewa,neutral,0.9691231846809388,Netral
Tolong helikopter belum dibeli😅,Purbaya Yudhi Sadewa,negative,0.9875836968421936,Negatif
"Gila koruptor semua datang, nih KPK tolong di periksa dan pengadilan tolong di hukum mati😢😢",Purbaya Yudhi Sadewa,negative,0.9964832067489624,Negatif
Koruptor tingkat desa,Purbaya Yudhi Sadewa,neutral,0.9912850260734558,Netral
Hapus dana desa alihkan ke setiap kk..begitu ketua,Purbaya Yudhi Sadewa,neutral,0.99893981218338,Netral
The Best mmng Pak MenKeu 👍👍,Purbaya Yudhi Sadewa,positive,0.9814761281013488,Positif
"Hadew, jadi kades pakai Fortuner, alamat cari gebetan baru tuh. Biasa saja Pak, jabatan itu amanah gak usah banyak gaya😂😂😂😂",Purbaya Yudhi Sadewa,negative,0.7792565822601318,Negatif
"Ketauan desa"" bermasalah....",Purbaya Yudhi Sadewa,negative,0.997978150844574,Negatif
Kok mereka demo? Kan dah punya gaji. DIRUGIKAN kah??? 😂,Purbaya Yudhi Sadewa,negative,0.998870313167572,Negatif
Kadesnya yg demo tolong warganya ganti demo tuh kadesnya....ngapain menteri bener kerja kok di demo...kadesmu dah bener belum kerjanya pakai demo segala,Purbaya Yudhi Sadewa,negative,0.999052107334137,Negatif
"Yg sdg demo ""satu pikiran"" utk mengumpulkan isi kantongnya...",Purbaya Yudhi Sadewa,neutral,0.5654141306877136,Netral
"Warisan jokowi biar kepilih terus, terutama  anak2!nya",Purbaya Yudhi Sadewa,positive,0.9629847407341005,Positif
"Dana desa di kasih juga,tetep ga ada perubahan desanya,ga tau dana nya kemana,buay bangun apa,bangun rumah pribadi kebanyakan.
Mendong do stop,kasih ke desa2 yang bener2 amanah aja.",Purbaya Yudhi Sadewa,negative,0.9515432119369508,Negatif
"Mereka demo karna punya cicilan rumah ,mobil, villa 😂😂",Purbaya Yudhi Sadewa,neutral,0.9446954131126404,Netral
"Cerdas pintar smart bapak purba, secara g langsung tikus2 itu keluar dari sarangnya itu baru maling koruptor tingkat desa, belum yg duduk d pemerintahan hahahBrantas semuanya pak purba hahaha man",Purbaya Yudhi Sadewa,negative,0.9990018010139464,Negatif
Tikus sudah pada keluar tinggal di musnahkan,Purbaya Yudhi Sadewa,negative,0.9873400330543518,Negatif
Jos,Purbaya Yudhi Sadewa,negative,0.9160417914390564,Negatif
"Bravo kades hoho...
Aman...
Kades hoho mah justru brani nombok...asal warga bisa tidur dan kenyaaaaang...",Purbaya Yudhi Sadewa,negative,0.5902767181396484,Negatif
"Saya setuju.. klo dana desa di stop.. sebagian besar gak tepat sasaran.. 
Sama sekalian pak pur.. utk kendaraan dinas di evaluasi lagi...",Purbaya Yudhi Sadewa,negative,0.9978299736976624,Negatif
"Kompak smua,menampakan diri sendiri klu mereka yg suka korup uang dana desa .klu kebaikan kluar yg TDK setuju yg suka keburukan Krn merasa dirugikan itulah Tukng korup anggran desa.",Purbaya Yudhi Sadewa,negative,0.9992393255233764,Negatif
"Pov
Jaksa : Ngeceknya agak ribet pak.
Purbaya : tenang gw kumpulin ntar di depan.
Jaksa : gimana caranya pak?
Purbaya : Tau beres udah",Purbaya Yudhi Sadewa,negative,0.9356855154037476,Negatif
"Gk ada rakyat yg demo Purbaya, yang ada itu Kades dan Gubenur.

Udah rahasia umum bagaimana kelakuan kebanyakan kades dan Gubenur.😂😂",Purbaya Yudhi Sadewa,negative,0.9986575841903688,Negatif
"Tidak Ada yg sulit bagi Pak Purbaya... 
Berbaris lah.. Biar diperiksa Satu satu...",Purbaya Yudhi Sadewa,neutral,0.997022807598114,Netral
Ada dana itu gara2 Mulyono jd kades itu termul semua makanya bisa akalin KPU,Purbaya Yudhi Sadewa,neutral,0.9228912591934204,Netral
munculll beneraaann donkkk🤣🤣,Purbaya Yudhi Sadewa,negative,0.9133546352386476,Negatif
Inilah demonya para Londo Ireng djieancuek,Purbaya Yudhi Sadewa,neutral,0.5107598304748535,Netral
"Dana desa kebanyakan dipake sewa lc, pesta miras, karaokean, melihara ani2",Purbaya Yudhi Sadewa,neutral,0.998305320739746,Netral
